1102,470,8.5
1113.5,495.5,6.5
1174,527,7.5
1237,603.5,9.5
1043.5,594,7.5
998,583,6.5
985,533,7
1071.5,534,5.5
1035.5,565.5,5.5
863,538,6.5
746.5,504.5,6
733.5,536,6
1195.5,406,7
1065,402,7
986.5,410,6.5
852.5,462.5,6.5
878.5,426.5,6.5
836.5,451.5,6.5
835.5,303,5.5
925.5,271.5,6
648.5,327.5,5.5
567,300,7
978,173,6
1089.5,156,6.5
1066.5,178,4.5
1062,220,5.5
1054.5,234.5,4.5
1077,213,5.5
1067,206,5.5
1266,234,10
1188,203.5,7.5
1139.5,209.5,9
1114.5,181,17.5
1147,159.5,12.5
1157.5,176.5,8.5
1159,190.5,6.5
699.5,277,5
751.5,259,6
738,291.5,5.5
525,202.5,7
493.5,223.5,5.5
1179,294,5.5
1228,280.5,5.5
1243,282.5,5.5
1152.5,248,5.5
1243,236,6
1272,418,7
1197.5,306,4.5
1119,352.5,5
975,317,5.5
25.5,307,7.5
456,334,6.5
442.5,321,4.5
135,253,5
102,259,4.5
78.5,256.5,4.5
51,254,4
46.5,234,4.5
96,409,8
41.5,311.5,6.5
46.5,297,6
575.5,181,8
482,207.5,8
422,200.5,6
333,196,7
328,165,7
238,244,6
275,236,5.5
263,237,6.5
264.5,268.5,4.5
376,482.5,8.5
403.5,480,8.5
835.5,262.5,5
860,231,4.5
886,222,5
829,196,8
839,188.5,5.5
824,175.5,9.5
868.5,571,7
877.5,575.5,5.5
1238,261.5,6.5
1246.5,260,5.5
1104.5,229.5,4.5
1108,216,4
182,167,7
499,142,6
484,142,6
680.5,164.5,8
694.5,158,6.5
716,151,6.5
228,143.5,7.5
249.5,150,6
240.5,185,5.5
63,209.5,5.5
49,212.5,4.5
73.5,159.5,4
71,166,3.5
123.5,164,3.5
127,136.5,7
273.5,142,5
317,175,6.5
316,187.5,4
456.5,234.5,4
478.5,235,4
472.5,239,4
819.5,665.5,5
355.5,165,12,13.25,0
387.5,182.5,12,13.25,0
388,162,9.5,10.75,0
357,147,8.5,9.75,0
190.5,154.5,9,11.25,0
202,147,8.5,10.75,0
640,156.5,7.5,9.25,0
654,157,7.5,9.75,0
949,134,10,10.25,0
1050,124.5,5,6.75,0
1245,132.5,7.5,8.75,0
1160,137.5,7,8.25,0
1272,153.5,7,8.25,0
981,134,5.5,6.75,0
1017.5,122.5,5.5,7.25,0
905.5,123.5,6,8.25,0
875.5,124.5,6.5,8.25,0
733,134.5,5,6.25,0
949,183,5,6.25,0
215,127,6.5
257,162,7
518.5,129,7
585.5,175.5,5.5
635.5,205,5.5
1133,221.5,7
929.5,202.5,5.5
906,192.5,12
812.5,183.5,4.5
816.5,137,5.5
1077,745.5,2.5
310.5,228.5,7
380.5,246,5
395,248,5
382.5,237.5,5.5
1163,157.5,5
928,147,6.5
922,140,8
717,261,4.5
714,236.5,4.5
1121.5,131.5,5
1137,126,5.5
1205,201,5.5
1170.5,245,4.5
679,592,5
749,618,5
736,616.5,5
331.5,253,4.5
386.5,300.5,5
401,369,7.5
434.5,210.5,4.5
431.5,634.5,11
528,631,8
554,627.5,8
593,621.5,7
632,614,6
918.5,632,9.5
1036.5,634.5,10.5
1140.5,634.5,8
832.5,388,6.5
786.5,409.5,6.5
1089.5,394,5
1014,317,5
981.5,326.5,5
990,323.5,4.5
1012,182,8
954.5,119.5,6.5
725.5,373.5,5.5
743,379.5,5
676.5,365.5,5.5
15.5,639.5,13.5
225,455,9.5
240.5,463,7.5
481.5,125,11
496,118,6.5
293.5,137,7
158.5,118,7.5
245,122.5,8
236.5,383,6.5
943,443,6.5
1001,435.5,5
973,379.5,5
1269,477.5,6.5
931,243,5.5
908,315,4.5
711.5,326,6
698.5,144.5,6
688,148,7
672,168,5.5
664.5,146.5,5.5
663.5,138.5,6.5
699.5,409,5.5
681,410,5
933,468.5,5
683.5,289,3.5
671,289,3.5
660.5,289.5,3.5
652.5,289.5,3.5
617,338.5,4
611.5,319.5,4.5
622.5,323.5,5
674,317.5,7
806,386,4.5
124,425.5,7.5
1144,197.5,6
1150,193,5
544.5,441.5,6
266.5,608.5,6.5
1023.5,418,5
882,382,3.5
673.5,122,6
686.5,117,6
794.5,210.5,3.5
678.5,554.5,4.5
662,564.5,4.5
669,521,5
657.5,522.5,4
641.5,562,4
608,581,4
324.5,118.5,7.5
113,581.5,7
162,454,6.5
761.5,451,5.5
871,624.5,5.5
964.5,266,4.5
845,368,5
829,373,5
833.5,415,5
906,438,5
1070.5,266.5,5
1077.5,272,4.5
1167,312.5,4.5
788,281.5,4.5
722.5,288.5,4.5
765,630,8.5
659.5,628,9
634.5,629,8
814,633.5,8
195.5,578,4
131.5,571.5,4
156,574,4
258.5,582,4
317.5,606,4
275.5,600.5,4
128.5,609,7.5
393,460,6.5
353.5,476.5,6.5
513.5,491.5,6.5
65,151.5,5.5
293,493.5,5.5
243.5,347.5,5
918.5,612,4.5
883.5,618,4.5
778,583.5,3
751.5,593,3
1244,570.5,3.5
1230.5,582.5,4
365.5,361,5
532,361,5
364,280,6,6.485,0
508,201,6.5,6.985,0
574,202,5.5,5.985,0
496,199,6.5,6.985,0
278,200,6,6.485,0
238,325,4.5,4.985,0
255,327,4.5,4.985,0
298,342,4.5,4.985,0
249,316,3.5,4.445,0
562,352,4.5,5.08,0
500,371,4.5,5.08,0
631,218,3,3.58,0
386,326,3.5,4.08,0
124,299,4.5,5.08,0
320,368,5,5.58,0
258,202,5,5.58,0
176,195,5.5,6.08,0
773,297,4.5,4.985,0
927,297,4.5,4.985,0
903,294,3,3.485,0
739,281,3,3.485,0
712,280,3,3.485,0
705,295,3,3.485,0
688,285,3.5,3.985,0
928,227,3.5,4.445,0
768,196,5,5.945,0
806,199,5.5,6.445,0
814,203,3.5,4.445,0
822,219,3,3.945,0
891,235,3.5,4.445,0
897,255,3,3.175,0
650,199,5,5.175,0
627,593,3,3.175,0
744,595,3,3.31,0
734,597,3,3.31,0
725,597,3,3.31,0
689,571,3,3.31,0
681,573,3,3.31,0
672,576,2.5,3.31,0
668,581,3,3.31,0
681,502,4,4.31,0
700,480,4.5,4.81,0
694,479,4.5,4.81,0
802.2,568,3,3.31,0
808.2,567,3,3.31,0
876.2,348.8,4,4.31,0
897.2,356.8,3.5,3.81,0
1057.2,336.8,4.5,4.81,0
1058.2,350.8,4.5,4.81,0
1022.2,347.8,4,4.715,0
1045.2,341.8,5,5.715,0
1043.2,335.8,3.5,4.215,0
1086.2,341.8,3.5,4.215,0
744.2,227.8,3,3.715,0
766.2,218.8,2.5,3.215,0
823.2,490.8,5,5.215,0
655.2,443.8,5.5,5.715,0
600.2,482.8,4.5,4.715,0
978.2,455.8,4.5,4.715,0
1232.8,308.8,4.5,4.715,0
1254.8,207.8,5,5.215,0
403.6,295.8,5,5.215,0
251.6,238.8,5,5.215,0
172,626.2,8,8.85,0
192,631.2,6,6.85,0
47,624.2,7.5,8.35,0
62,632.2,7.5,8.35,0
296,528.2,6.5,7.35,0
228,604.2,3,3.945,0
278,587.2,3,3.31,0
277,593.2,3,3.31,0
868.8,618.2,4,4.31,0
1275.8,300.2,4,4.31,0
1165.8,224.2,4,4.31,0
1086.8,199.2,5.5,5.81,0
1278.667,243.667,8.5,8.81,0
1277.667,335.667,7,7.31,0
1257.667,312.667,3.5,3.81,0
1241.667,335.667,3.5,3.81,0
925.667,248.667,5,5.31,0
764,330.667,3.5,3.81,0
687,339.667,3.5,3.81,0
743,363.667,3.5,3.81,0
717.667,598,2.5,3.04,0
713.667,598,2,3.04,0
631.667,530,2.5,3.31,0
957.333,466,3.5,4.31,0
967.333,462,4,4.81,0
1000.333,367,3.5,4.31,0
939.333,427,4,4.81,0
868.333,390,4,4.81,0
785.333,432,5,5.715,0
891.333,457,3,3.715,0
680.333,355,3,3.715,0
726.333,387,4,4.715,0
618.333,536,3,3.715,0
612.333,543,2.5,3.215,0
845.333,354,3,3.715,0
794.333,402,3.5,4.215,0
823.333,390,4.5,5.215,0
862.333,397,3.5,4.215,0
1173.333,594,3.5,4.215,0
505.333,416,4,4.715,0
447.333,409,4,4.715,0
384.333,539.333,4.5,5.215,0
388.333,532.333,3,3.715,0
567.333,592.333,2.5,3.215,0
532.333,481.333,3.5,4.215,0
286,372.25,5,5.215,0
300,371.25,5,5.215,0
315,360.25,4,4.215,0
253,346.25,6,6.215,0
218,346.25,5,5.215,0
227,370.25,5,5.215,0
86,336.25,6.5,6.715,0
50,349.25,6.5,6.715,0
61,315.25,5,5.215,0
315,470.25,5,5.85,0
316,448.25,4.5,5.35,0
295,459.25,5,5.85,0
263,449.25,5.5,6.35,0
274,378.25,4.5,5.35,0
194,390.25,7,7.85,0
193,418.25,7,7.85,0
204,411.25,4.5,5.35,0
249,399.25,4,4.35,0
409,378.25,4,4.35,0
277,473.25,4,4.35,0
102,472.25,6,6.35,0
92,467.25,6,6.35,0
68,471.25,5.5,5.85,0
220,605,3,3.35,0
238,583,3,3.35,0
212,620,4,4.35,0
142,602,3.5,3.85,0
42,606,5,5.35,0
2,598,6,6.35,0
12,611,3.5,3.85,0
7,619,5,5.35,0
119,599,3.5,3.85,0
421.25,536,3,3.35,0
479.25,534,3,3.35,0
503.25,490,4.5,4.85,0
335.25,379.25,4,4.35,0
362.25,319.25,4.5,4.85,0
352.25,196.5,5.5,5.85,0
362.25,211.5,4,4.35,0
298.25,212.5,3,3.35,0
292.25,212.5,2.5,2.85,0
321.25,225.5,3.5,3.85,0
315.25,220.5,4.5,4.85,0
164.25,229.5,4.5,4.85,0
84.25,226.5,5.5,5.85,0
97.25,239.5,3.5,3.85,0
41.25,203.5,3.5,3.85,0
103,130.75,6,6.35,0
112,140.75,3.5,3.85,0
72,138.75,6.5,6.85,0
19,134.75,5.5,5.85,0
8,144.75,4,4.35,0
9,162.75,6,6.35,0
18,196.75,4.5,4.85,0
3,180.75,5.5,5.85,0
176,128.75,7,7.35,0
424,127.75,5,5.35,0
419,148.75,7,7.35,0
425,192.75,4,4.35,0
112,263.75,4,4.35,0
53,279.75,5,5.35,0
12,277.75,3.5,3.85,0
3,280.75,4.5,4.85,0
191,196.75,5.5,5.85,0
1195.25,209.75,4,4.35,0
1202.25,319.25,3,3.35,0
1231.25,339.25,3,3.35,0
1251.25,329.25,3,3.35,0
1082.25,308.25,3.5,3.85,0
1276.5,585.75,3.5,3.85,0
1251.5,593.75,3,3.35,0
208,332,3,3.35,0
